trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002859-001-000-113,O-20260309-003007-001-000-114,BUY,FLAT,0,1,1773016139180050543,2026-03-09 00:28:59.180050543+00:00,1773016207445320407,2026-03-09 00:30:07.445320407+00:00,68265269864,6669.0,6675.75,['0.00 USD'],0.00101,6.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-064609-001-000-1214,O-20260309-064641-001-000-1215,SELL,FLAT,0,2,1773038769059292753,2026-03-09 06:46:09.059292753+00:00,1773038801418353925,2026-03-09 06:46:41.418353925+00:00,32359061172,6685.0,6684.505,['0.00 USD'],7e-05,0.99 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-133322-001-000-2408,O-20260309-133338-001-000-2409,SELL,FLAT,0,1,1773063202446665358,2026-03-09 13:33:22.446665358+00:00,1773063218027240288,2026-03-09 13:33:38.027240288+00:00,15580574930,6731.25,6725.75,['0.00 USD'],0.00082,5.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-143628-001-000-3007,O-20260309-143637-001-000-3008,BUY,FLAT,0,1,1773066988549358656,2026-03-09 14:36:28.549358656+00:00,1773066997597116377,2026-03-09 14:36:37.597116377+00:00,9047757721,6721.0,6725.0,['0.00 USD'],0.0006,4.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-144732-001-000-3094,O-20260309-144754-001-000-3095,BUY,FLAT,0,1,1773067652984066844,2026-03-09 14:47:32.984066844+00:00,1773067674012178573,2026-03-09 14:47:54.012178573+00:00,21028111729,6741.5,6742.0,['0.00 USD'],7e-05,0.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-150339-001-000-3236,O-20260309-150344-001-000-3237,BUY,FLAT,0,2,1773068619912705968,2026-03-09 15:03:39.912705968+00:00,1773068624967280456,2026-03-09 15:03:44.967280456+00:00,5054574488,6749.0,6750.0,['0.00 USD'],0.00015,2.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-150630-001-000-3258,O-20260309-150634-001-000-3259,BUY,FLAT,0,1,1773068790308170299,2026-03-09 15:06:30.308170299+00:00,1773068794761614394,2026-03-09 15:06:34.761614394+00:00,4453444095,6752.0,6752.75,['0.00 USD'],0.00011,0.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-150643-001-000-3262,O-20260309-150647-001-000-3263,SELL,FLAT,0,1,1773068803115959245,2026-03-09 15:06:43.115959245+00:00,1773068807124395242,2026-03-09 15:06:47.124395242+00:00,4008435997,6753.0,6753.5,['0.00 USD'],-7e-05,-0.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-151428-001-000-3311,O-20260309-151526-001-000-3312,BUY,FLAT,0,2,1773069268080267499,2026-03-09 15:14:28.080267499+00:00,1773069326975667775,2026-03-09 15:15:26.975667775+00:00,58895400276,6753.005,6758.495,['0.00 USD'],0.00081,10.97 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-160739-001-000-3645,O-20260309-160746-001-000-3646,BUY,FLAT,0,1,1773072459145037299,2026-03-09 16:07:39.145037299+00:00,1773072466043660646,2026-03-09 16:07:46.043660646+00:00,6898623347,6767.0,6768.25,['0.00 USD'],0.00018,1.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-162630-001-000-3739,O-20260309-162638-001-000-3740,BUY,FLAT,0,1,1773073590864678800,2026-03-09 16:26:30.864678800+00:00,1773073598153058352,2026-03-09 16:26:38.153058352+00:00,7288379552,6780.0,6781.75,['0.00 USD'],0.00026,1.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-163455-001-000-3819,O-20260309-163528-001-000-3820,BUY,FLAT,0,1,1773074095969701541,2026-03-09 16:34:55.969701541+00:00,1773074128075578979,2026-03-09 16:35:28.075578979+00:00,32105877438,6775.0,6780.0,['0.00 USD'],0.00074,5.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-164718-001-000-3898,O-20260309-164734-001-000-3899,BUY,FLAT,0,1,1773074838651220255,2026-03-09 16:47:18.651220255+00:00,1773074854439676368,2026-03-09 16:47:34.439676368+00:00,15788456113,6790.0,6789.5,['0.00 USD'],-7e-05,-0.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-192813-001-000-4642,O-20260309-192846-001-000-4643,BUY,FLAT,0,1,1773084493335696210,2026-03-09 19:28:13.335696210+00:00,1773084526569578759,2026-03-09 19:28:46.569578759+00:00,33233882549,6834.5,6839.0,['0.00 USD'],0.00066,4.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-193258-001-000-4729,O-20260309-193300-001-000-4730,BUY,FLAT,0,1,1773084778592799893,2026-03-09 19:32:58.592799893+00:00,1773084780550037650,2026-03-09 19:33:00.550037650+00:00,1957237757,6848.0,6847.75,['0.00 USD'],-4e-05,-0.25 USD,False
