trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-000000-001-000-1,O-20260309-000001-001-000-2,BUY,FLAT,0,1,1773014400037054713,2026-03-09 00:00:00.037054713+00:00,1773014401282957928,2026-03-09 00:00:01.282957928+00:00,1245903215,6677.0,6677.75,['0.00 USD'],0.00011,0.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-000001-001-000-3,O-20260309-000139-001-000-4,SELL,FLAT,0,1,1773014401282957928,2026-03-09 00:00:01.282957928+00:00,1773014499875501368,2026-03-09 00:01:39.875501368+00:00,98592543440,6677.75,6675.5,['0.00 USD'],0.00034,2.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-000139-001-000-5,O-20260309-000227-001-000-6,BUY,FLAT,0,1,1773014499875501368,2026-03-09 00:01:39.875501368+00:00,1773014547540805323,2026-03-09 00:02:27.540805323+00:00,47665303955,6675.5,6676.75,['0.00 USD'],0.00019,1.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-000227-001-000-7,O-20260309-000306-001-000-8,SELL,FLAT,0,1,1773014547540805323,2026-03-09 00:02:27.540805323+00:00,1773014586172627069,2026-03-09 00:03:06.172627069+00:00,38631821746,6676.75,6674.0,['0.00 USD'],0.00041,2.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-000306-001-000-9,O-20260309-000545-001-000-10,BUY,FLAT,0,1,1773014586172627069,2026-03-09 00:03:06.172627069+00:00,1773014745509657584,2026-03-09 00:05:45.509657584+00:00,159337030515,6674.0,6686.0,['0.00 USD'],0.0018,12.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-000545-001-000-11,O-20260309-000748-001-000-12,SELL,FLAT,0,1,1773014745509657584,2026-03-09 00:05:45.509657584+00:00,1773014868567153890,2026-03-09 00:07:48.567153890+00:00,123057496306,6686.0,6680.75,['0.00 USD'],0.00079,5.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-000748-001-000-13,O-20260309-001132-001-000-14,BUY,FLAT,0,1,1773014868567153890,2026-03-09 00:07:48.567153890+00:00,1773015092974124658,2026-03-09 00:11:32.974124658+00:00,224406970768,6680.75,6686.75,['0.00 USD'],0.0009,6.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-001132-001-000-15,O-20260309-001223-001-000-16,SELL,FLAT,0,1,1773015092974124658,2026-03-09 00:11:32.974124658+00:00,1773015143431551735,2026-03-09 00:12:23.431551735+00:00,50457427077,6686.75,6680.0,['0.00 USD'],0.00101,6.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-001223-001-000-17,O-20260309-001250-001-000-18,BUY,FLAT,0,1,1773015143431551735,2026-03-09 00:12:23.431551735+00:00,1773015170691264695,2026-03-09 00:12:50.691264695+00:00,27259712960,6680.0,6682.0,['0.00 USD'],0.0003,2.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-001250-001-000-19,O-20260309-001400-001-000-20,SELL,FLAT,0,1,1773015170691264695,2026-03-09 00:12:50.691264695+00:00,1773015240157597816,2026-03-09 00:14:00.157597816+00:00,69466333121,6682.0,6679.5,['0.00 USD'],0.00037,2.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-001400-001-000-21,O-20260309-001502-001-000-22,BUY,FLAT,0,1,1773015240157597816,2026-03-09 00:14:00.157597816+00:00,1773015302091134808,2026-03-09 00:15:02.091134808+00:00,61933536992,6679.5,6681.5,['0.00 USD'],0.0003,2.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-001502-001-000-23,O-20260309-001640-001-000-24,SELL,FLAT,0,1,1773015302091134808,2026-03-09 00:15:02.091134808+00:00,1773015400042742315,2026-03-09 00:16:40.042742315+00:00,97951607507,6681.5,6679.0,['0.00 USD'],0.00037,2.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-001640-001-000-25,O-20260309-001832-001-000-26,BUY,FLAT,0,1,1773015400042742315,2026-03-09 00:16:40.042742315+00:00,1773015512873344256,2026-03-09 00:18:32.873344256+00:00,112830601941,6679.0,6679.75,['0.00 USD'],0.00011,0.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-001832-001-000-27,O-20260309-002002-001-000-28,SELL,FLAT,0,1,1773015512873344256,2026-03-09 00:18:32.873344256+00:00,1773015602961885690,2026-03-09 00:20:02.961885690+00:00,90088541434,6679.75,6671.75,['0.00 USD'],0.0012,8.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002002-001-000-29,O-20260309-002033-001-000-30,BUY,FLAT,0,1,1773015602961885690,2026-03-09 00:20:02.961885690+00:00,1773015633199683026,2026-03-09 00:20:33.199683026+00:00,30237797336,6671.75,6673.25,['0.00 USD'],0.00022,1.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002033-001-000-31,O-20260309-002155-001-000-32,SELL,FLAT,0,1,1773015633199683026,2026-03-09 00:20:33.199683026+00:00,1773015715327848960,2026-03-09 00:21:55.327848960+00:00,82128165934,6673.25,6671.75,['0.00 USD'],0.00022,1.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002155-001-000-33,O-20260309-002159-001-000-34,BUY,FLAT,0,1,1773015715327848960,2026-03-09 00:21:55.327848960+00:00,1773015719645900231,2026-03-09 00:21:59.645900231+00:00,4318051271,6671.75,6672.5,['0.00 USD'],0.00011,0.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002159-001-000-35,O-20260309-002205-001-000-36,SELL,FLAT,0,1,1773015719645900231,2026-03-09 00:21:59.645900231+00:00,1773015725915556120,2026-03-09 00:22:05.915556120+00:00,6269655889,6672.5,6671.0,['0.00 USD'],0.00022,1.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002205-001-000-37,O-20260309-002226-001-000-38,BUY,FLAT,0,1,1773015725915556120,2026-03-09 00:22:05.915556120+00:00,1773015746572829810,2026-03-09 00:22:26.572829810+00:00,20657273690,6671.0,6672.5,['0.00 USD'],0.00022,1.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002226-001-000-39,O-20260309-002515-001-000-40,SELL,FLAT,0,1,1773015746572829810,2026-03-09 00:22:26.572829810+00:00,1773015915188083824,2026-03-09 00:25:15.188083824+00:00,168615254014,6672.5,6666.25,['0.00 USD'],0.00094,6.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002515-001-000-41,O-20260309-002647-001-000-42,BUY,FLAT,0,1,1773015915188083824,2026-03-09 00:25:15.188083824+00:00,1773016007469788741,2026-03-09 00:26:47.469788741+00:00,92281704917,6666.25,6669.5,['0.00 USD'],0.00049,3.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002647-001-000-43,O-20260309-002841-001-000-44,SELL,FLAT,0,1,1773016007469788741,2026-03-09 00:26:47.469788741+00:00,1773016121356514192,2026-03-09 00:28:41.356514192+00:00,113886725451,6669.5,6666.25,['0.00 USD'],0.00049,3.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-002841-001-000-45,O-20260309-003007-001-000-46,BUY,FLAT,0,1,1773016121356514192,2026-03-09 00:28:41.356514192+00:00,1773016207445320407,2026-03-09 00:30:07.445320407+00:00,86088806215,6666.25,6675.75,['0.00 USD'],0.00143,9.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-003007-001-000-47,O-20260309-003117-001-000-48,SELL,FLAT,0,1,1773016207445320407,2026-03-09 00:30:07.445320407+00:00,1773016277860851925,2026-03-09 00:31:17.860851925+00:00,70415531518,6675.75,6672.0,['0.00 USD'],0.00056,3.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-003117-001-000-49,O-20260309-003405-001-000-50,BUY,FLAT,0,1,1773016277860851925,2026-03-09 00:31:17.860851925+00:00,1773016445787745167,2026-03-09 00:34:05.787745167+00:00,167926893242,6672.0,6679.25,['0.00 USD'],0.00109,7.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-003405-001-000-51,O-20260309-003415-001-000-52,SELL,FLAT,0,1,1773016445787745167,2026-03-09 00:34:05.787745167+00:00,1773016455452566245,2026-03-09 00:34:15.452566245+00:00,9664821078,6679.25,6679.5,['0.00 USD'],-4e-05,-0.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-003415-001-000-53,O-20260309-003543-001-000-54,BUY,FLAT,0,1,1773016455452566245,2026-03-09 00:34:15.452566245+00:00,1773016543097553959,2026-03-09 00:35:43.097553959+00:00,87644987714,6679.5,6682.75,['0.00 USD'],0.00049,3.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260309-003543-001-000-55,O-20260309-003743-001-000-56,SELL,FLAT,0,1,1773016543097553959,2026-03-09 00:35:43.097553959+00:00,1773016663656868586,2026-03-09 00:37:43.656868586+00:00,120559314627,6682.75,6679.25,['0.00 USD'],0.00052,3.50 USD,True
