trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000001-001-000-2,O-20260317-000106-001-000-3,SELL,FLAT,0,1,1773705601085757336,2026-03-17 00:00:01.085757336+00:00,1773705666131763527,2026-03-17 00:01:06.131763527+00:00,65046006191,6752.25,6747.5,['0.00 USD'],0.0007,4.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000109-001-000-5,O-20260317-000118-001-000-6,SELL,FLAT,0,1,1773705669752046171,2026-03-17 00:01:09.752046171+00:00,1773705678208173511,2026-03-17 00:01:18.208173511+00:00,8456127340,6748.0,6747.5,['0.00 USD'],7e-05,0.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000119-001-000-8,O-20260317-000144-001-000-9,SELL,FLAT,0,2,1773705679279315717,2026-03-17 00:01:19.279315717+00:00,1773705704897473551,2026-03-17 00:01:44.897473551+00:00,25618157834,6747.5,6747.25,['0.00 USD'],4e-05,0.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000150-001-000-12,O-20260317-000234-001-000-13,SELL,FLAT,0,2,1773705710426922464,2026-03-17 00:01:50.426922464+00:00,1773705754144221099,2026-03-17 00:02:34.144221099+00:00,43717298635,6746.75,6745.25,['0.00 USD'],0.00022,3.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000234-001-000-14,O-20260317-000309-001-000-15,BUY,FLAT,0,1,1773705754144221099,2026-03-17 00:02:34.144221099+00:00,1773705789161804858,2026-03-17 00:03:09.161804858+00:00,35017583759,6745.25,6746.0,['0.00 USD'],0.00011,0.75 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000311-001-000-17,O-20260317-000328-001-000-18,BUY,FLAT,0,1,1773705791954615133,2026-03-17 00:03:11.954615133+00:00,1773705808439744589,2026-03-17 00:03:28.439744589+00:00,16485129456,6746.0,6746.25,['0.00 USD'],4e-05,0.25 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000328-001-000-19,O-20260317-000335-001-000-20,SELL,FLAT,0,1,1773705808439744589,2026-03-17 00:03:28.439744589+00:00,1773705815216818479,2026-03-17 00:03:35.216818479+00:00,6777073890,6746.25,6746.25,['0.00 USD'],0.0,0.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000335-001-000-21,O-20260317-000340-001-000-22,BUY,FLAT,0,1,1773705815216818479,2026-03-17 00:03:35.216818479+00:00,1773705820988555447,2026-03-17 00:03:40.988555447+00:00,5771736968,6746.25,6746.25,['0.00 USD'],0.0,0.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000340-001-000-23,O-20260317-000441-001-000-24,SELL,FLAT,0,2,1773705820988555447,2026-03-17 00:03:40.988555447+00:00,1773705881180018451,2026-03-17 00:04:41.180018451+00:00,60191463004,6746.25,6744.255,['0.00 USD'],0.0003,3.99 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000442-001-000-26,O-20260317-000451-001-000-27,SELL,FLAT,0,1,1773705882544609549,2026-03-17 00:04:42.544609549+00:00,1773705891003713976,2026-03-17 00:04:51.003713976+00:00,8459104427,6744.25,6744.25,['0.00 USD'],0.0,0.00 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000501-001-000-33,O-20260317-000524-001-000-34,BUY,FLAT,0,1,1773705901400762837,2026-03-17 00:05:01.400762837+00:00,1773705924156997093,2026-03-17 00:05:24.156997093+00:00,22756234256,6744.25,6744.75,['0.00 USD'],7e-05,0.50 USD,True
BACKTESTER-001,OracleStrategy-000,MESM6.GLBX,GLBX-001,O-20260317-000524-001-000-35,O-20260317-000525-001-000-36,SELL,FLAT,0,1,1773705924156997093,2026-03-17 00:05:24.156997093+00:00,1773705925243596575,2026-03-17 00:05:25.243596575+00:00,1086599482,6744.75,6745.0,['0.00 USD'],-4e-05,-0.25 USD,True
